price	worth
constant	number
lug	projection
lap	flap
musical	play
instinct	aptitude
leopard	fur
schematic	diagram
boundary	line
antibody	protein
preemption	appropriation
contest	oppose
track	artifact
entrench	fasten
salaam	bow
tilt	position
aryan	primitive
surrey	carriage
hit	affect
wallpaper	cover
bankrupt	failure
heart	intuition
course	education
aorta	artery
inflame	arouse
treason	disloyalty
make	perform
hopi	pueblo
rum	liquor
stall	delay
defensive	attitude
tidy	receptacle
sunglass	spectacle
prohibition	action
consolation	relief
carrier	deliveryman
person	populate
redeem	restore
submit	yield
point	tag
punch	tool
precipitate	solid
matriarch	woman
puff	gust
bath	vessel
raid	embezzlement
impart	tell
reassure	calm
sacrifice	loss
incident	disturbance
speller	primer
flat	plain
opinion	message
spillover	consequence
focus	sharpen
descent	slope
directive	pronouncement
crick	twist
birdie	shoot
strip	lumber
pee	micturition
tune	pitch
arrange	agree
jet	discharge
striker	nonworker
haircut	hairdo
intern	confine
reseda	herb
realpolitik	politics
leapfrog	jump
tuesday	weekday
ham	actor
pentagon	bureaucracy
clear	clarify
fabrication	construction
alfalfa	medic
walk	path
pride	feel
dugout	shelter
intoxication	exhilaration
varnish	coat
surrender	yield
vamp	patch
quantification	restriction
implosion	blockage
sale	occasion
thinness	consistency
skater	athlete
agitator	troublemaker
closure	order
piggyback	ride
americanism	formulation
fringe	decorate
change	happen
cancellation	nullification
gavel	mallet
marsh	wetland
rubric	title
sled	ride
knit	fabric
detachment	separation
deceleration	speed
washroom	toilet
histamine	amine
bristle	hair
weekly	series
dust	particulate
reel	winder
brunet	person
bunker	fuel
mr	title
strum	sound
rush	flow
enterprise	drive
conduct	perform
haze	overcast
curtain	supply
nunnery	convent
ethnicity	quality
choir	sing
judgment	trait
medicine	drug
swallow	believe
rue	herb
draft	pull
nomad	wanderer
perishable	foodstuff
founder	originator
perimeter	line
polymerase	enzyme
accessory	criminal
delay	wait
liquor	alcohol
multiply	increase
snipe	gunfire
wardrobe	collection
pair	group
repel	fight
ebb	besiege
gallery	audience
precipitation	acceleration
bow	reverence
ferry	bring
close	reliever
scrape	fragment
dunk	shoot
interferon	antiviral
yip	cry
grieve	afflict
haft	handle
plotter	clerk
take	undergo
advance	mover
say	recite
play	exploit
jumble	cake
reasonableness	wisdom
suppressor	gene
rosewood	tree
typify	mean
exert	use
teak	wood
slouch	incompetent
indication	name
letter	owner
anus	orifice
nightingale	thrush
bury	lie
marc	brandy
gynecology	medicine
cope	act
israeli	asian
rub	irritate
cable	rope
horror	thing
arbiter	expert
list	register
attest	affirm
find	reason
smoothness	texture
basket	containerful
fill	repair
compress	tighten
piccolo	flute
review	remember
loner	individualist
quill	pen
shame	dishonor
stick	lever
minuscule	longhand
converter	device
apnea	symptom
net	catch
starboard	steer
leftover	remainder
shill	coin
look	appearance
parlay	bet
shantytown	slum
beat	move
flock	travel
foul	dishonor
coffee	tree
whistle	sound
picket	detachment
cylinder	container
roundhouse	hook
bail	free
turn	transmit
gothic	font
pass	cycle
academy	school
envoy	stanza
herd	move
tone	interval
lettuce	herb
stimulation	arousal
cote	shelter
projection	representation
speak	sound
create	act
fit	manner
leap	jump
berm	ledge
waterproof	fabric
voice	adjustment
fender	barrier
partridge	phasianid
stay	strip
sternum	bone
mix	compound
rebuff	rejection
pollster	inquirer
potpourri	perfume
relish	condiment
fallout	dust
thoroughbred	racehorse
list	organization
biotechnology	engineer
thatcher	roofer
color	change
ignition	fire
unseat	move
smuggle	import
charmer	person
slate	roof
cut	division
head	originate
graduate	confer
officiate	perform
richness	shade
thunder	shout
nostril	naris
coat	overgarment
manifest	record
way	course
softball	baseball
confession	penance
ogle	look
word	formulation
mobilization	assembly
offer	supply
codeine	opiate
tiller	shoot
caste	class
recourse	aid
float	travel
college	body
margin	amount
climate	condition
ration	allotment
auditor	student
cross	path
neurosurgery	operation
branch	stream
match	join
bay	cry
crunch	chew
discount	decrease
community	gather
feed	provision
kuomintang	party
guarantee	assurance
board	committee
yuma	yuman
clean	remove
capitalize	write
crazy	lunatic
carrier	vector
rationalize	think
dermis	stratum
woodcock	shorebird
range	fee
maximum	extremum
dedicate	assign
junk	boat
disorder	change
assertion	declaration
value	worth
lyon	council
chancellor	principal
campsite	site
dainty	nutriment
pop	burst
friction	resistance
nip	clip
juke	joint
purification	ceremony
bail	guarantee
chirp	sound
beanie	skullcap
flight	fly
spotter	employee
sumo	wrestle
fuel	substance
crow	siouan
pace	travel
ark	boat
loyalty	love
name	appoint
darling	lover
savage	knock
scandinavian	germanic
drunk	drinker
level	destroy
airhead	simpleton
economy	system
endgame	end
pant	breathe
eyesore	ugliness
farmland	country
refocus	focus
bracelet	jewelry
bail	empty
choreographer	creator
square	position
fin	swim
assimilate	change
ring	betrothal
acknowledge	communicate
bop	jazz
quantify	carry
pheasant	flower
break	interrupt
vandal	savage
zambian	african
uphold	defend
stink	be
box	blow
derivative	compound
medium	environment
suspect	think
troll	circle
read	audition
lock	fasten
longevity	oldness
judo	sport
drug	consume
pack	load
apprenticeship	position
encephalitis	inflammation
mince	nutriment
yoke	pair
perform	re-create
dissolve	end
wig	hairpiece
heel	repair
inauguration	initiation
freshness	originality
fume	feel
account	be
pawnee	caddo
officer	command
stagnation	inaction
tune	music
devaluation	decrease
cookie	cake
crusade	expedition
slide	motion
board	departure
greed	desire
lap	drink
jog	provoke
joint	fit
chloroform	haloform
activate	change
sigh	utter
readjust	adjust
ani	cuckoo
payback	return
referral	recommendation
air	region
male	person
submarine	operate
suture	joint
assimilate	adjust
aerosol	cloud
coma	unconsciousness
referee	judge
code	encode
sack	bag
dispersion	spread
head	remove
cultivation	growth
drought	dryness
breed	produce
regret	inform
issue	content
derision	discourtesy
adhere	match
check	stop
delaware	algonquian
pelvis	girdle
antelope	bovid
fester	exhaust
hold	control
quarter	part
curl	twist
claim	request
caribou	deer
trim	machine
hen	chicken
sociopath	neurotic
prophesy	predict
airline	line
party	celebrate
zulu	nguni
fire	bake
toe	touch
buoy	mark
reconstruction	interpretation
checkmate	victory
crawler	person
recital	statement
variation	process
jam	conserve
purge	clean
clip	attach
pew	bench
purchase	influence
pearl	jewel
don	head
addiction	crave
incompatibility	contradictoriness
knot	fastener
adequacy	satisfactoriness
approximation	version
sissy	coward
batter	concoction
tilt	joust
double	person
appetite	crave
complaint	plead
basset	appear
vermin	pest
earth	grind
jealousy	watchfulness
chop	jaw
seneca	iroquoian
break	appear
gutter	burn
chain	unit
thrombosis	occlusion
flex	shrink
clincher	determinant
cause	origin
flume	watercourse
clap	hit
screw	revolve
gallery	corridor
popularize	gear
congressman	legislator
temple	feature
type	character
gingerbread	cake
cover	endow
burke	murder
kiss	cookie
cut	stroke
see	cut
utilize	change
entitle	name
knockout	blow
creation	begin
run	damage
shortstop	position
junior	upstart
attention	faculty
blueprint	design
talk	lecture
devotion	commitment
repulsion	force
notch	cut
hedonism	ethic
elude	perplex
bring	transport
categorize	reason
chow	spitz
militant	reformer
weapon	persuasion
rebroadcast	broadcast
narration	section
curb	edge
wash	streambed
segregate	person
rededication	dedication
carrion	body
absentee	traveler
cashier	abolish
appointee	official
suitability	quality
hole	defect
protection	security
bordeaux	wine
disco	ballroom
position	relation
label	marker
tie	restrict
defect	imperfection
airport	airfield
lodge	populate
catch	control
submit	refer
puncture	depressurize
microwave	cook
adder	viper
parishioner	churchgoer
allow	give
derelict	pauper
chapter	club
breed	socialization
lock	fastener
call	ask
reaffirm	affirm
tour	travel
receptacle	container
artery	thoroughfare
demagogue	politician
bin	store
fowl	hunt
plotter	instrument
bean	legume
chop	cut
alternate	act
engage	move
creation	artifact
puddle	shape
vandal	destroyer
electorate	citizenry
electrocardiogram	graph
decompose	decay
outfit	arm
rein	strap
abolition	termination
seduce	persuade
foil	attention
tenth	rank
infuse	inject
inadmissibility	unacceptability
tibetan	asian
kidnap	capture
place	cognition
luge	toboggan
blast	make
copper	lycaenid
sew	fasten
package	collection
desktop	top
engineer	design
farm	collect
plan	idea
prison	situation
sear	heat
oversimplification	simplification
stout	size
miracle	event
metropolitan	resident
quack	act
head	foam
chad	afroasiatic
rabbi	title
helix	curve
piece	creation
key	lever
point	characteristic
buck	endeavor
liqueur	alcohol
ping	sound
shift	substitute
preseason	season
lag	cover
hollywood	spirit
originator	creator
round	travel
bosom	hide
bomber	person
empty	container
underpass	tunnel
people	person
ripple	oscillation
dung	stool
apparition	appearance
dampen	weaken
canvas	set
paragon	ideal
chardonnay	vinifera
discharge	remove
product	chemical
referee	review
anthem	song
whey	serum
bias	prejudice
angel	patron
blink	reflex
toot	sound
sweeten	season
corrode	decay
arch	entrance
stimulant	drug
torpedo	firework
belly	inside
rip	cut
jeep	car
pap	drivel
compulsion	cause
sectarianism	narrow-mindedness
mousse	groom
deflate	decrease
feeder	animal
lubricate	be
ransom	payment
clean	deprive
revocation	state
clean	laborer
stipulation	restriction
illusion	misconception
lightning	flash
swing	play
shore	beam
element	situation
dictatorship	autocracy
security	fearlessness
flat	footwear
nitrate	process
beat	be
retool	reorganize
glide	flight
bowl	ball
blot	mistake
epinephrine	vasoconstrictor
occasion	reason
log	record
escort	accompany
sediment	settle
pusher	sandal
simplicity	naturalness
playmate	companion
smallpox	pox
clinch	hold
sleeper	pajama
poise	equilibrium
stasis	pathology
centrum	bone
iris	membrane
narcolepsy	hypersomnia
ironside	man
damage	change
colonial	resident
control	restrain
fink	work
refinance	finance
thing	feel
rota	court
transgress	disrespect
specialize	work
mandate	delegate
work	become
relay	operate
exude	express
gumbo	soil
separation	change
mister	title
